id,name,city,city2,country,description,imageCredit,imageCreditLink,state,stateShort,nameEnglish,name2,city3,code
BAQ,Aeropuerto Internacional Ernesto Cortissoz,Barranquilla,Soledad,Colombia,"Dedicated in 1981, Ernesto Cortissoz International is named after Ernesto Cortissoz, Colombian aviation pioneer. It is located in the suburb of Soledad and serves the city of *Ba*rran*q*uilla.",Jdvillalobos,http://commons.wikimedia.org/wiki/File:30_mar_08_-_Torre_de_Control_Aeropuerto_Ernesto_Cortissoz.jpg,,,Ernesto Cortissoz International Airport,,,
BAT,Aeroporto Chafei Amsei,Barretos,Sao Paulo,Brazil,Chafei Amsei Airport is used for general aviation and gets its three-letter code from the city of *Ba*rre*t*os.,José Luiz,https://www.flickr.com/photos/joseluiztz/,São Paulo,SP,Chafei Amsei Airport,,,
BCB,Virginia Tech Montgomery Executive Airport,Blacksburg,Christiansburg,USA,"This small but scenic airport is located in the university town of *B*la*c*ks*b*urg, Virginia.",Jeffrey Bice,https://www.flickr.com/photos/jbice/,Virginia,VA,,,,
BCD,Paliparan ng Bacolod–Silay,Bacolod,,Philippines,"Originally an airfield for the Imperial Japanese Army Air Service, Bacolod–Silay Airport opened for commercial travel in 2008, serving the area of Metro *B*a*c*olo*d*.",Paolobon140,"https://commons.wikimedia.org/wiki/File:Bacolod-Silay_Airport,_Negros_Occidental,_Philippines.jpg",,,Bacolod–Silay Airport,,,
BCN,Aeropuerto de Barcelona-El Prat,Barcelona,El Prat de Llobregat,Spain,"Barcelona’s first airfield was built in 1916, but a new location in El Prat was chosen in 1918. The airport now uses the code BCN which stands for *B*ar*c*elo*n*a.",Camilo Rueda López,https://www.flickr.com/photos/kozumel/,,,,,,
BDA,L.F. Wade International Airport,Bermuda,St. David's Island,UK,"Started as Kindley Field, a joint U.S. Army Air Force and Royal Air Force base, L.F. Wade International was renamed in 2007 after the Progressive Labour Party leader. Its airport code honors its home in *B*ermu*da*.",Jenni Konrad,https://www.flickr.com/photos/queen_of_subtle/,,,,,,
BDI,Bird Island Airport,Bird Island,,Seychelles,Bird Island Airport has a grass runway and serves travelers jumping between islands in the Seychelles. Its airport code comes from its home on *B*ir*d* *I*sland.,Carlos Garcia,https://www.flickr.com/photos/cargarc2/,,,,,,
BDL,Bradley International Airport,Hartford,Windsor Locks,USA,"Originally a National Guard air base during World War II, Bradley International is named after U.S. Air Force Lieutenant Eugene M. *B*ra*dl*ey.",Pixel,https://www.flickr.com/photos/improbcat/,Connecticut,CT,,,,
BDO,Bandar Udara Internasional Husein Sastranegara,Bandung,,Indonesia,"Husein Sastranegara International was built by Dutch settlers and named after Husein Sastranegara, aviator from West Java. Its airport code comes from an old spelling of the city of Bandung: *B*an*DO*eng.",Ikhlasul Amal,https://www.flickr.com/photos/ikhlasulamal/,West Java,,Husein Sastranegara International Airport,,,
BDS,Brindisi - Aeroporto del Salento,Brindisi,Salento,Italy,"Formerly known as Papola Casale Airport, Brindisi - Salento Airport gets its three-letter code from its home in *B*rin*d*i*s*i.",Salento81,http://commons.wikimedia.org/wiki/File:Areoportro_BDS_2.JPG,,,,,,
BEB,Port-adhair Beinn na Faoghla,Benbecula,Balivanich,UK,"Located in the village of Balivanich, Benbecula Airport serves the islands of *Be*n*b*ecula, North Uist, and South Uist off the coast of Scotland.",Gwyn,https://www.flickr.com/photos/28652222@N03/,Scotland,,,,,
BED,Laurence G. Hanscom Field,Bedford,,USA,Laurence G. Hanscom Field is named after a local aviator who was killed in a plane crash in 1941. Its airport code comes from its home in the city of *Bed*ford.,Chris Devers,https://www.flickr.com/photos/cdevers/,Massachusetts,MA,,,,
BEG,Aerodrom Beograd - Nikola Tesla,Belgrade,,Serbia,"Previously known as *Be*l*g*rade Airport or Surčin Airport, it was renamed in 2006 in honor of Serbian scientist and inventor Nikola Tesla. It is the busiest airport in the former Yugoslavia.",Paradasos,https://www.flickr.com/photos/paradasos/,,,Nikola Tesla,,,
BEL,Aeroporto Internacional Júlio Cezar Ribeiro,Belém,Val de Cans,Brazil,"Júlio Cezar Ribeiro International is named after Júlio Cezar Ribeiro de Sousa, Brazilian inventor of the glider balloon. Its airport code comes from the city of *Bel*ém.",Luciano Paiva,https://www.flickr.com/photos/51182831@N02/,Pará,PA,Júlio Cezar Ribeiro,,,
NIR,,,,,,,,,,,,,
GCT,,,,,,,,,,,,,
BER,"Flughafen Berlin Brandenburg ",Berlin,Brandenburg,Germany,"Finally opening in fall of 2020 (nine years late), Berlin Brandenburg Airport’s three-letter code honors the city of *Ber*lin.",Ace Wolter,https://www.flickr.com/photos/ace-007/,,,,,,
BES,Brest Bretagne Airport,Brest,,France,The *B*r*es*t Bretagne Airport originated as two airship hangars in Guipavas in 1917 and was formerly known as the Brest Guipavas Airport.,Julien Costard,https://en.wikipedia.org/wiki/File:Airportbrest.jpg,Bretagne,,,,,
BEY,Beirut–Rafic Hariri International Airport,Beirut,,Lebanon,"Located in the suburbs of Beirut, Lebanon’s only commercial airport gets its three-letter airport code from the French spelling of Beirut: *Bey*routh.",chuck holton,https://www.flickr.com/photos/rangerholton/,,,,,,
BFF,Western Nebraska Regional Airport,Scottsbluff,,USA,"Western Nebraska Regional is also referred to as William B. Heilig Field, named after a World War II flight instructor and former airport manager. Its airport code comes from its home city and former name of Scotts*b*lu*ff* Army Airfield.",Curtis Cronn,https://www.flickr.com/photos/cronncc/,Nebraska,NE,,,,
BFI,King County International Airport / Boeing Field,Seattle,,USA,"King County International is located in Seattle, Washington and is also known as *B*oeing *Fi*eld, named after William E. Boeing, founder of The Boeing Company.","King County, WA",https://www.flickr.com/photos/kingcounty/,Washington,WA,,,,
BFL,Meadows Field Airport,"Bakersfield ",Oildale,USA,"In 1957, Meadows Field Airport was named after Cecil Meadows, former Army pilot and Kern County Director of Airports from 1935–1957. Located in Oildale, it serves the city of *B*akers*f*ie*l*d.",Adam Reeder,https://www.flickr.com/photos/adamreeder/,California,CA,,,,
BFS,Belfast International Airport,Belfast,Aldergrove,UK,"Formerly named and commonly still called Aldergrove Airport, *B*el*f*a*s*t International is located between the villages of Killead and Aldergrove. It is the busiest airport in Northern Ireland.",NATS Press Office,https://www.flickr.com/photos/natspressoffice/,Northern Ireland,,,,,
BGA,Aeropuerto Internacional de Palonegro,Bucaramanga,Lebrija,Colombia,"Palonegro International is named for the nearby area where the Battle of Palonegro took place during the Thousand Days War. Its airport code comes from the city it serves, *B*ucaraman*ga*.",yonolatengo,https://www.flickr.com/photos/yonolatengo/,,,Palonegro International Airport,,,
BGI,Grantley Adams International Airport,Bridgetown,Seawell,Barbados,"Grantley Adams International is named after the founder of the Barbados Labour Party. Located in the Seawell area of Bridgetown, its airport code stands for *B*rid*g*etown *I*nternational.",Dick Pountain,https://www.flickr.com/photos/dick_pountain/,,,,,,
XYA,,,,,,,,,,,,,
BGO,"Bergen lufthavn, Flesland",Bergen,Flesland,Norway,"Opened in 1955, Bergen Airport is located in the village of Flesland and is the second busiest airport in Norway. Its airport code comes from *B*er*g*en and the ‘O’ could come from N*o*rway, but is likely a filler letter.",Arne Halvorsen,https://www.flickr.com/photos/arne-halvorsen/,,,,,,
BGR,Bangor International Airport,Bangor,,USA,"Originally known as Godfrey Field, Bangor International was an army air field during and after World War II. Its airport code comes from its home in *B*an*g*o*r*.",Tim Rodenberg,https://www.flickr.com/photos/sheriffaj/,Maine,ME,,,,
BGW,Baghdad International Airport,Baghdad,,Iraq,"Baghdad Airport was formerly named after Saddam Hussein and used the code SDA. When the named changed, its airport code changed to BGW, which previously referred to all *B*a*g*hdad airports. The ‘*W*’ is a filler letter.",toyohara,https://www.flickr.com/photos/toyohara/,,,,,,
BGY,Aeroporto di Bergamo-Orio al Serio Il Caravaggio,Bergamo,Milan,Italy,"Il Caravaggio International is named after the famous Baroque painter. It is located in the comune of Orio al Serio, near the city of *B*er*g*amo. The ‘*Y*’ in BGY likely comes from Lombard*y* or Ital*y*.",Cha già José,https://www.flickr.com/photos/chagiajose/,,,Caravaggio International Airport,,,
BHD,George Best Belfast City Airport,Belfast,,UK,"Opened in 1983, George Best Belfast City Airport was renamed in 2006 in honor of the Northern Irish footballer George Best. It was originally known as *B*elfast *H*arbour Airport, located in County *D*own.",Gwydion M. Williams,https://www.flickr.com/photos/45909111@N00/,Northern Ireland,,,,,
BHM,Birmingham–Shuttlesworth International Airport,Birmingham,,USA,"Birmingham-Shuttlesworth International shares its name with Alabama civil rights activist Fred Shuttlesworth, but it gets its airport code from its home in *B*irming*h*a*m*.",mary,https://www.flickr.com/photos/maryatuab/,Alabama,AL,,,,
BHO,Raja Bhoj Airport,Bhopal,,India,"Raja Bhoj Airport is named after the 10th century Paramara king, but gets its three-letter code from the city of *Bho*pal.",Suyash Dwivedi,https://commons.wikimedia.org/wiki/File:Raja_Bhoj_International_Airport_(BHO)_Bhopal_India.jpg,Madhya Pradesh,MP,,,,
BHX,Birmingham Airport,Birmingham,,UK,"Many airports use the letter ‘X’ to fill in when the desired letters are already taken. Previously Elmdon Airport, *B*irming*h*am Airport’s name gives us the first two letters plus that helpful ‘*X*’.",Martin Hartland,https://www.flickr.com/photos/martin_hartland/,England,,,,,
BIK,Bandar Udara Internasional Frans Kaisiepo,Biak,,Indonesia,"Named after a former governor of Papua, Frans Kaisiepo International get its airport code from the city of *Bi*a*k*.",biakdobedo,https://www.flickr.com/photos/biak-papua/,,,Frans Kaisiepo International Airport,,,
BIL,Billings Logan International Airport,Billings,,USA,"Opened in 1928, *Bil*lings Municipal was renamed to Billings Logan Field in 1957 after Dick Logan, former airport manager. In 1971 it became Billings Logan International.",Bradley Gordon,https://www.flickr.com/photos/icanchangethisright/,Montana,MT,,,,
BIO,Aeropuerto de Bilbao,Bilbao,Biscay,Spain,"Opened for passenger travel in 1948, Bilbao Airport serves the Basque Country and northern Spain from the city of *Bi*lba*o*."," Kent Wang",https://www.flickr.com/photos/kentwang/,,,,,,
BJC,Rocky Mountain Metropolitan Airport,Denver,,USA,"Renamed in 2006, Rocky Mountain Metropolitan Airport serves the Denver area and gets its airport code from the nearby town of *B*roomfield in *J*efferson *C*ounty.",M Lane,https://www.flickr.com/photos/mflane/,Colorado,CO,,,,
BJL,Banjul International Airport,Banjul,,the Gambia,"The only airport in The Gambia, Banjul International is sometimes called Yundum Airport. Its three-letter code comes from the city of *B*an*j*u*l*.",Jason Jones,https://www.flickr.com/photos/jjay69/,,,,,,
BJM,Aéroport international de Bujumbura,Bujumbura,,Burundi,"Bujumbura International gets its three-letter airport code from its home in *B*u*j*u*m*bura, the capital city of Burundi.",Stefan Krasowski,https://www.flickr.com/photos/rapidtravelchai/,,,,,,
BJX,Aeropuerto Internacional de Guanajuato,Guanajuato,Silao,Mexico,"Guanajuato International is located in the city of Guanajuato and gets its airport code from the region of *B*a*j*ío, Me*x*ico.",Lucy Nieto,https://www.flickr.com/photos/lucynieto/,Guanajuato,,,,,
BKF,Lake Brooks Seaplane Base,Katmai National Park,Brooks Camp,USA,Lake Brooks Seaplane Base is a seaplane landing area on Naknek Lake in Katmai National Park. Its airport code comes from the nearby *B*roo*k*s *F*alls.,Mark Stevens,https://www.flickr.com/photos/14723335@N05/,Alaska,AK,,,,
BKI,Lapangan Terbang Antarabangsa Kota Kinabalu,Kota Kinabalu,,Malaysia,Kota Kinabalu International is Malaysia’s second-busiest airport. Its airport code comes from its location on *B*orneo and in the city of Kota *Ki*nabalu.,aeab,https://www.flickr.com/photos/aeab/,Sabah,,,,,
BKK,Suvarnabhumi Airport,Bangkok,,Thailand,Suvarnabhumi Airport was named by King Bhumibol Adulyadej after the mythical golden kingdom said to be located in Southeast Asia. Its airport code comes from the capital city of *B*ang*k*o*k*.,Roger Price,https://www.flickr.com/photos/83555001@N00,,,,,,
BKL,Burke Lakefront Airport,Cleveland,,USA,"Home to the Cleveland National Air Show, *B*ur*k*e *L*akefront was opened in 1947 on the shore of Lake Erie and is named after then mayor Thomas A. Burke.",Tim Evanson,https://www.flickr.com/photos/timevanson/,Ohio,OH,,,,
BKO,Aéroport international de Bamako–Sénou,Bamako,,Mali,"Opened in 1974, Sénou International gets its three-letter airport code from its home in the capital city of *B*ama*ko*.",PetterLundkvist,http://commons.wikimedia.org/wiki/File:Entrance_to_terminal_building_at_Bamako-S%C3%A9nou_International_Airport.jpg,,,Senou International Airport,,,
BLI,Bellingham International Airport,Bellingham,,USA,Bellingham International was used by the Fourth Air Force during World War II. Commercial service to *B*e*l*l*i*ngham began in the mid 1980s.,Alekmead,"https://commons.wikimedia.org/wiki/File:Bellingham_International_Airport,_passenger_terminal,_June_2012.jpg",Washington,WA,,,,
BLK,Blackpool Airport,Blackpool,,UK,"Located on the coast of Lancashire, Blackpool Airport was formerly known as Squires Gate Airport. Its airport code comes from the city of *Bl*ac*k*pool.",jay-jerry,https://www.flickr.com/photos/jayjerry/,England,,,,,
BLL,Billund Lufthavn,Billund,,Denmark,"Billund Airport was once a private runway owned by Godtfred Kirk Christiansen, son to LEGO founder Ole Kirk Christiansen. Located in *B*i*ll*und, it served the LEGO factory and now serves nearby Legoland.",Nico-dk,https://commons.wikimedia.org/wiki/File:Billund_Airport_from_NE.jpg,,,,,,
BLQ,Aeroporto di Bologna-Guglielmo Marconi,Bologna,,Italy,"Named after Guglielmo Marconi, Italian inventor and Nobel laureate, Bologna Airport serves the city of *B*o*l*ogna. Its code is completed by the letter ‘*Q*’, often used as a filler letter.",Threecharlie,http://commons.wikimedia.org/wiki/File:Bologna_Guglielmo_Marconi_Airport_Terminal.jpg,,,Guglielmo Marconi,,,
AGK,,,,,,,,,,,,,
BLR,Kempegowda International Airport,Bengaluru,Devanahalli,India,"Kempegowda International was renamed in 2013 to honor the city’s founder, Kempe Gowda I. Its airport code comes from a former spelling of Bengaluru: *B*anga*l*o*r*e.",Ramesh NG,https://www.flickr.com/photos/rameshng/,Karnataka,KA,,,,
BMA,Stockholm-Bromma flygplats,Stockholm,Bromma,Sweden,"Opened in 1936, Stockholm Bromma Airport serves the city of Stockholm and is located in the borough of *B*rom*ma*.",Helen Simonsson,https://www.flickr.com/photos/hesim/,,,,,,
BMI,Central Illinois Regional Airport,Bloomington,,USA,"Previously know as Bloomington/Normal Airport, Central Illinois Regional was renamed in 1996 to reflect its central location. Its airport code honors its home in *B*loo*mi*ngton.",Kent Kanouse,https://www.flickr.com/photos/kkanouse,Illinois,IL,,,,
BMV,Sân bay Buôn Ma Thuột,Buon Ma Thuot,,Vietnam,"With a single functional runway, Buon Ma Thuot Airport gets its three-letter code from its home in *B*uon *M*a Thuot, *V*ietnam.",tommy japan,https://www.flickr.com/photos/97930879@N02/,,,,,,
BNA,Nashville International Airport,Nashville,,USA,"Nashville International was originally named after Colonel Harry S. Berry. Codes with first letter ‘N’ were reserved for the U.S. Navy, so it used *B*erry Field *Na*shville to get BNA.",Shooting Chris,https://www.flickr.com/photos/shootingchris/,Tennessee,TN,,,,
BND,Bandar Abbas International Airport,Bandar Abbas,,Iran,Bandar Abbas International gets its three-letter airport code from its home in the city of *B*a*nd*ar Abbas.,ninara,https://www.flickr.com/photos/ninara/,,,,,,
